name,state,lat,lon,population
Edavilangu,Kerala,10.24026,76.171,20363
Jhalu,Uttar Pradesh,29.33609,78.22608,20356
Killannur,Kerala,10.59918,76.21801,20339
Mundra,Gujarat,22.83918,69.7219,20338
Byndoor,Karnataka,13.86667,74.63333,20323
Chapar,Assam,26.27266,90.44556,20322
Kondalampatti,Tamil Nadu,11.63453,78.12369,20318
Bawani Khera,Haryana,28.94919,76.03108,20289
Alampalaiyam,Tamil Nadu,11.36353,77.76773,20286
Umbri,Maharashtra,20.71373,77.02639,20262
Wellington,Tamil Nadu,11.36552,76.78442,20254
Harij,Gujarat,23.69356,71.907,20253
Raipur Domana,Jammu and Kashmir,32.79844,74.78265,20238
Settur,Tamil Nadu,9.40564,77.47841,20228
Waluj Buzurg,Maharashtra,19.79632,75.22648,20220
Penukonda,Andhra Pradesh,14.08286,77.59473,20220
Kotivakkam,Tamil Nadu,12.97016,80.25769,20217
Srinagar,Uttarakhand,30.22243,78.78341,20216
Kataiya,Bihar,26.56807,84.0833,20193
Surajpur,Chhattisgarh,23.21347,82.86836,20189
Nirmali,Bihar,26.31397,86.58537,20189
Puliyankannu,Tamil Nadu,12.93922,79.30787,20171
Morwa,Gujarat,22.90469,73.83912,20168
Pattyam,Kerala,11.79296,75.5641,20161
Kaimori,Madhya Pradesh,23.38465,79.7442,20154
Mau,Madhya Pradesh,26.26584,78.67108,20147
Pudussery West,Kerala,10.78802,76.72788,20140
Mau Aimma,Uttar Pradesh,25.69515,81.92336,20123
Chinnavadampatti,Tamil Nadu,11.06149,76.98377,20122
Falakata,West Bengal,26.51963,89.20423,20119
Suleswaranpatti,Tamil Nadu,10.63885,77.00843,20104
Dhaurahra,Uttar Pradesh,27.99814,81.08975,20098
Khairagarh,Uttar Pradesh,26.94352,77.81816,20095
Maksi,Madhya Pradesh,23.25999,76.14567,20094
Annur,Tamil Nadu,11.23616,77.10514,20079
Pulwama,Jammu and Kashmir,33.87405,74.89955,20071
Sirumugai,Tamil Nadu,11.32137,77.00521,20066
Singanuram,Telangana,18.82218,79.50171,20061
Dergaon,Assam,26.7,93.96667,20059
Cheppad,Kerala,9.23458,76.47326,20052
Khowai,Tripura,24.07964,91.59972,20046
Govardhan,Uttar Pradesh,27.49658,77.46263,20044
Saraipali,Chhattisgarh,21.3153,83.00629,20043
Paravai,Tamil Nadu,9.96453,78.0667,20042
Khalari,Jharkhand,23.65063,85.00744,20010
Raya,Uttar Pradesh,27.55607,77.78972,20008
Powai,Maharashtra,19.1164,72.90471,20000
Sawar,Rajasthan,25.75574,75.22292,20000
Pamuru,Andhra Pradesh,15.09633,79.41174,20000
Belonia,Tripura,23.25178,91.45407,19996
Takhatpur,Chhattisgarh,22.12915,81.86959,19968
Sullya,Karnataka,12.561,75.38741,19958
Bhusawar,Rajasthan,27.03895,77.04849,19946
Chunchupally,Telangana,17.52333,80.60405,19944
Charthawal,Uttar Pradesh,29.54687,77.59438,19942
Siswa Bazar,Uttar Pradesh,27.14652,83.75803,19939
Birpur,Bihar,26.50823,87.01194,19932
Kandalloor,Kerala,9.1756,76.47129,19925
Dhanaula,Punjab,30.28216,75.57341,19920
L.A.Sagaram,Andhra Pradesh,13.90341,79.89055,19904
Sarigam INA,Gujarat,20.28845,72.85029,19903
Kanjiramkulam,Kerala,8.35983,77.05253,19902
Anuppur,Madhya Pradesh,23.10344,81.69083,19899
Moirang,Manipur,24.4975,93.77791,19893
Nattappettai,Tamil Nadu,12.81871,79.74925,19883
Bali,Rajasthan,25.19725,73.29117,19880
Bokajan,Assam,26.02131,93.77945,19877
Ranikhet,Uttarakhand,29.64082,79.43229,19873
Sirka,Jharkhand,23.64561,85.43333,19871
Boriavi,Gujarat,22.61124,72.93283,19865
Aurad,Karnataka,18.25397,77.41761,19849
Sankaraperi,Tamil Nadu,8.83868,78.10513,19844
Kulu,Himachal Pradesh,31.95835,77.10823,19831
Kalinjur,Tamil Nadu,12.9534,79.13373,19828
Chetput,Tamil Nadu,12.46399,79.3484,19827
Kolavallur,Kerala,11.7507,75.61988,19817
Sonari,Assam,27.02462,95.01629,19810
Deoranian,Uttar Pradesh,28.62989,79.47648,19788
Kolaras,Madhya Pradesh,25.21928,77.61167,19781
Chinna Andankovil,Tamil Nadu,10.9511,78.0681,19779
Raval,Gujarat,21.91908,69.48179,19777
Kannankurichchi,Tamil Nadu,11.69691,78.17941,19765
Kattanam,Kerala,9.17614,76.56325,19764
Ghatkesar,Telangana,17.45081,78.68366,19763
Borgaon,Maharashtra,20.72272,78.60392,19759
Sendamangalam,Tamil Nadu,11.28111,78.23416,19750
Chhapar,Rajasthan,27.819,74.43936,19744
Udangudi,Tamil Nadu,8.42918,78.02968,19738
Tirumeshi,Tamil Nadu,13.05339,80.05998,19733
Kerur,Karnataka,16.01384,75.54631,19731
Verukulambu,Tamil Nadu,8.29531,77.29387,19730
Shahpur,Madhya Pradesh,21.23742,76.22558,19719
Jhinjhana,Uttar Pradesh,29.52118,77.2247,19711
Kumbhraj,Madhya Pradesh,24.37338,77.04841,19707
Bareja,Gujarat,22.84863,72.59137,19690
Vadakku Viravanallur,Tamil Nadu,8.69786,77.51916,19689
Mokeri,Kerala,11.77759,75.57309,19684
Samrala,Punjab,30.83601,76.19324,19678
Junagarh,Chhattisgarh,19.85993,82.93385,19656
Nalco,Odisha,20.86544,85.18283,19644
Badi,Madhya Pradesh,23.03667,78.08417,19603
Charipara,Tripura,23.80914,91.24805,19598
Resubelpara,Meghalaya,25.90404,90.60747,19595
Kalmeshwar,Maharashtra,21.23219,78.91988,19578
Jharoda Kalan,Delhi,28.65264,76.95208,19578
Lawar Khas,Uttar Pradesh,29.11091,77.77767,19556
Sriramnagar,Telangana,17.26652,78.25544,19550
Mulakumud,Tamil Nadu,8.26809,77.28599,19538
Pattan,Jammu and Kashmir,34.16125,74.55634,19538
Bagbahra,Chhattisgarh,21.04606,82.3864,19529
Visavadar,Gujarat,21.33954,70.74966,19515
Pinahat,Uttar Pradesh,26.88487,78.37647,19511
Pennadam,Tamil Nadu,11.40389,79.24156,19494
Nainwa,Rajasthan,25.77145,75.84978,19485
Rameswaram,Andhra Pradesh,14.74006,78.54259,19483
Jansath,Uttar Pradesh,29.32502,77.85044,19467
Santrampur,Gujarat,23.19019,73.89526,19465
Richha,Uttar Pradesh,28.69467,79.52284,19459
Bhayavadar,Gujarat,21.85523,70.24791,19458
Aistala,West Bengal,23.18,88.58,19425
Methukummal,Tamil Nadu,8.30746,77.15205,19417
Gannavaram,Andhra Pradesh,16.54092,80.80213,19410
Amarpatan,Madhya Pradesh,24.31371,80.97703,19409
Sojitra,Gujarat,22.53884,72.71984,19403
Singur,West Bengal,22.80917,88.22944,19402
Singarayakonda,Andhra Pradesh,15.23046,80.02794,19400
Punnayur,Kerala,10.65207,75.99512,19387
Konnur,Karnataka,16.20138,74.74886,19386
Narwar,Madhya Pradesh,25.6439,77.9129,19385
Weir,Rajasthan,27.0186,77.17636,19385
Wazirganj,Uttar Pradesh,28.21145,79.05665,19372
Kakdwip,West Bengal,21.87914,88.1913,19368
Tamenglong,Manipur,25.0164,93.48545,19363
Jalochi,Maharashtra,18.15662,74.60708,19346
Kaimur,Madhya Pradesh,24.05441,80.6136,19343
Maholi,Uttar Pradesh,27.66368,80.47371,19343
Bilhaur,Uttar Pradesh,26.84345,80.06388,19333
Mangalam,Andhra Pradesh,13.65754,79.46258,19318
Raja Pur Khurd,Delhi,28.63517,77.03303,19312
Khanapur,Karnataka,15.63969,74.50847,19309
Tiruppalai,Tamil Nadu,9.97792,78.13294,19305
Nimaparha,Odisha,20.05756,86.00436,19289
Burhar,Madhya Pradesh,23.21494,81.53204,19289
Deoli,Maharashtra,20.6492,78.48023,19288
Devadanapatti,Tamil Nadu,10.14673,77.6439,19285
Hamirpur,Himachal Pradesh,31.68411,76.52506,19280
Laksar,Uttarakhand,29.7587,78.04148,19270
Vakkam,Kerala,8.68447,76.76755,19267
Ezhome,Kerala,12.02999,75.28193,19261
Ammainaickanur,Tamil Nadu,10.16707,77.91318,19257
Kesinga,Odisha,20.18778,83.21949,19239
Chhaprauli,Uttar Pradesh,29.20989,77.17454,19224
Sardulgarh,Punjab,29.69224,75.23608,19219
Maduraivayal,Tamil Nadu,13.06306,80.17194,19208
Hirekerur,Karnataka,14.45506,75.3952,19191
Shehera,Gujarat,22.95084,73.63118,19175
Surianwan,Uttar Pradesh,25.46387,82.41922,19157
Rijokri,Delhi,28.51387,77.1151,19148
Kadikkad,Kerala,10.67052,75.97975,19147
Biswanath Chariali,Assam,26.72577,93.14659,19145
Siwani,Haryana,28.90909,75.61469,19143
Honnavar,Karnataka,14.28088,74.44497,19109
Torur,Telangana,17.5835,79.65857,19100
Jalladiampet,Tamil Nadu,12.92028,80.20806,19100
Mir Pur Turk,Delhi,28.70493,77.26424,19098
Bhitarwar,Madhya Pradesh,25.79216,78.11085,19096
Kallukuttam,Tamil Nadu,8.18868,77.28781,19093
Chautapal,Telangana,17.25799,78.89776,19092
Arang,Chhattisgarh,21.19639,81.96912,19091
Dharmkot,Punjab,30.94559,75.23239,19057
Kirandul,Chhattisgarh,18.63649,81.25827,19053
Kothakota,Telangana,16.38002,77.94004,19042
Katangi,Madhya Pradesh,23.44124,79.79621,19040
Amlagora,West Bengal,22.84616,87.33559,19038
Karthikappally,Kerala,9.2568,76.44871,19021
Anshing,Maharashtra,20.0409,77.31501,19000
Parichhatgarh,Uttar Pradesh,28.97841,77.93422,18990
Tiruvattar,Tamil Nadu,8.33069,77.26732,18985
Kesariya,Bihar,26.34992,84.87086,18984
Bhor,Maharashtra,18.14861,73.84336,18982
Kadachira,Kerala,11.83695,75.44904,18979
Kulpahar,Uttar Pradesh,25.32007,79.63931,18976
Khariar Road,Odisha,20.89872,82.50893,18967
Punjai Puliyampatti,Tamil Nadu,11.35163,77.16671,18967
Kunnimangalam,Puducherry,12.07354,75.2412,18965
Kharsia,Chhattisgarh,21.98953,83.10476,18939
Nahorkatiya,Assam,27.286,95.328,18937
Mulgund,Karnataka,15.2807,75.52132,18928
Khilchipur,Madhya Pradesh,24.03943,76.578,18928
Kansapur,Haryana,30.14546,77.26633,18909
Somandepalle,Andhra Pradesh,14.00774,77.60846,18895
Sriramnagar,Andhra Pradesh,18.28329,83.53422,18893
Gummidipundi,Tamil Nadu,13.40765,80.10879,18891
Marturu,Kerala,10.17171,76.42641,18890
Koath,Bihar,25.32643,84.25983,18890
Manchar,Maharashtra,19.00436,73.94346,18876
Shahpur,Uttar Pradesh,29.3501,77.5516,18874
Marahra,Uttar Pradesh,27.7368,78.56891,18873
Mundgod,Karnataka,14.97144,75.03658,18866
Bhati,Delhi,28.42953,77.22569,18864
Chicholi,Maharashtra,21.46926,79.70151,18864
Malvan,Maharashtra,16.05981,73.4629,18858
Pahasu,Uttar Pradesh,28.1722,78.06376,18854
Lateri,Madhya Pradesh,24.06091,77.41044,18844
Tadikombu,Tamil Nadu,10.43904,77.95459,18838
Chhipa Barod,Rajasthan,24.62361,76.70783,18837
Maithon,Jharkhand,23.78,86.81,18830
Chhiri,Gujarat,20.37782,72.9411,18829
Ranipur,Uttar Pradesh,25.25034,79.06204,18820
Mallasamudram,Tamil Nadu,11.49333,78.03119,18820
Gadhra,Jharkhand,22.74668,86.24546,18801
Solsumba,Gujarat,20.15749,72.78913,18796
Chandur Bazar,Maharashtra,21.23853,77.74713,18780
Sompeta,Andhra Pradesh,18.94419,84.58449,18778
Chanod,Gujarat,20.34673,72.92825,18776
Banur,Punjab,30.55407,76.71948,18775
Paranda,Maharashtra,18.26321,75.46316,18758
Shadipur Julana,Haryana,29.12368,76.40516,18755
Rakkiyapalaiyam,Tamil Nadu,11.10607,76.94253,18749
Kammivapettai,Tamil Nadu,11.753,79.74567,18745
Amod,Gujarat,21.99317,72.87047,18742
Rangapara,Assam,26.83772,92.66876,18739
Nanauta,Uttar Pradesh,29.71215,77.41728,18738
Raybag,Karnataka,16.49178,74.77391,18736
Kundgol,Karnataka,15.25612,75.24735,18726
Murbad,Maharashtra,19.25395,73.38993,18725
Tiruvankod,Tamil Nadu,8.24521,77.301,18723
Lonand,Maharashtra,18.04041,74.18719,18723
Una,Himachal Pradesh,31.46493,76.26914,18722
Palda,Madhya Pradesh,22.68004,75.89391,18697
Haldaur,Uttar Pradesh,29.28988,78.28437,18686
Srirampur,West Bengal,22.94849,88.01954,18682
Valabhipur,Gujarat,21.88868,71.87935,18663
Kardhan,Haryana,30.31768,76.86596,18662
Kalayat,Haryana,29.67665,76.25561,18660
Kurumathur,Kerala,12.03973,75.41136,18641
Kim,Gujarat,21.40081,72.92682,18638
Mamsapuram,Tamil Nadu,9.49959,77.58786,18635
Mangattidam,Kerala,11.84326,75.54368,18627
Silvani,Madhya Pradesh,23.3026,78.44076,18623
Tyagadurgam,Tamil Nadu,11.74114,79.07698,18605
Kharupatia,Assam,26.51839,92.14722,18599
Palappallam,Tamil Nadu,8.20946,77.24761,18589
Palaiyampatti,Tamil Nadu,9.53921,78.09843,18576
Nadim Tiruvuru,Andhra Pradesh,17.11209,80.6088,18567
Jadugora,Jharkhand,22.65361,86.35595,18563
Bhoom,Maharashtra,18.45908,75.65877,18561
Bhadaur,Punjab,30.47651,75.33049,18561
Durgapur,Maharashtra,20.0054,79.30273,18561
Chandili,Odisha,19.24665,83.40577,18552
Phalauda,Uttar Pradesh,29.18824,77.82996,18545
Bank,Madhya Pradesh,22.70296,75.8039,18534
Harpalpur,Madhya Pradesh,25.28773,79.33279,18529
Rampura,Madhya Pradesh,24.467,75.43996,18495
Jogipet,Telangana,17.83564,78.06811,18494
Alang,Gujarat,21.39878,72.17544,18480
Barka Kana,Jharkhand,23.62118,85.46748,18475
Deshnoke,Rajasthan,27.79836,73.34297,18470
Uttangarai,Tamil Nadu,12.26713,78.53783,18470
Mukandgarh,Rajasthan,27.95208,75.22431,18469
Savli,Gujarat,22.56188,73.22317,18467
Tondi,Tamil Nadu,9.74173,79.01774,18465
Kannapuram,Kerala,11.98434,75.30414,18459
Pottanur,Tamil Nadu,11.10983,77.98883,18455
Padampur,Rajasthan,29.70885,73.62539,18454
Gubbi,Karnataka,13.31216,76.94102,18446
Unchahra,Madhya Pradesh,24.38251,80.78088,18442
Baroda,Madhya Pradesh,25.5,76.65,18437
Khali Kachigam,Dadra and Nagar Haveli and Daman and Diu,20.38333,72.86667,18434
Namrup,Assam,27.19395,95.31929,18432
Neral,Maharashtra,19.02475,73.31688,18429
Sirgitti,Chhattisgarh,22.04713,82.14871,18428
Mandapam,Tamil Nadu,9.27571,79.12362,18427
Along,Arunachal Pradesh,28.16951,94.8006,18425
Kota,Chhattisgarh,22.29507,82.02366,18405
Moram,Maharashtra,17.78812,76.47077,18371
Kadipur,Delhi,28.77404,77.16308,18369
Chhoti Sadri,Rajasthan,24.38145,74.7012,18360
Vazhakulam,Kerala,10.0938,76.4198,18358
Seppa,Arunachal Pradesh,27.36173,93.03991,18350
Fort Gloster,West Bengal,22.50444,88.18333,18350
Majhiaon Kalan,Jharkhand,24.32431,83.81613,18349
Thakurganj,Bihar,26.42742,88.13112,18348
Naldurg,Maharashtra,17.81667,76.28182,18341
Thasra,Gujarat,22.79831,73.21174,18337
Bada Malhera,Madhya Pradesh,24.56412,79.30712,18335
Kakori,Uttar Pradesh,26.868,80.7857,18332
Cheranmahadevi,Tamil Nadu,8.67547,77.56957,18327
Alangayam,Tamil Nadu,12.62235,78.75207,18327
Ramjibanpur,West Bengal,22.82815,87.60888,18318
Hutagalli,Karnataka,12.34172,76.58629,18308
Howli,Assam,26.42237,90.98004,18301
Talod,Gujarat,23.3514,72.94999,18298
Daboh,Madhya Pradesh,26.00239,78.87658,18298
Palugal,Tamil Nadu,8.35362,77.1859,18276
Inam Maniyachi,Tamil Nadu,9.17056,77.85115,18258
Ghogardiha,Bihar,26.27986,86.47001,18257
Vengikkal,Tamil Nadu,12.26416,79.06745,18244
Udaipura,Madhya Pradesh,23.07434,78.51108,18236
Behat,Uttar Pradesh,30.1718,77.6139,18223
Trikarpur North,Kerala,12.14579,75.17475,18210
Khetri,Rajasthan,28.00069,75.78644,18209
Kheri Nangal,Haryana,29.35436,76.97737,18195
Pasthal,Maharashtra,19.82018,72.72959,18194
Kariapatti,Tamil Nadu,9.67505,78.09992,18191
Tezu,Arunachal Pradesh,27.91256,96.12882,18184
Gairtganj,Madhya Pradesh,23.41022,78.22082,18184
Jalali,Uttar Pradesh,27.8668,78.25267,18177
Gaurela,Chhattisgarh,22.75449,81.90107,18165
Singampunari,Tamil Nadu,10.1862,78.415,18143
Moonak,Punjab,29.82529,75.89055,18141
Palayad,Kerala,11.55051,75.62887,18141
Vettaikkaranpudur,Tamil Nadu,10.56207,76.91305,18128
Pichor,Madhya Pradesh,25.17555,78.18863,18127
Bakarwala,Delhi,28.6678,77.02011,18122
Koipadi,Kerala,12.59302,74.96262,18121
Machai,Karnataka,15.79261,74.48414,18073
Namminikara,Kerala,10.43216,76.25418,18067
Eruvadi,Tamil Nadu,8.44393,77.60441,18067
Thara,Gujarat,23.97345,71.81922,18060
Jhalida,West Bengal,23.36545,85.97643,18057
Fatehgarh Churian,Punjab,31.86431,74.95665,18051
Aurangabad Cantonment,Maharashtra,19.87609,75.29161,18051
Kunnummal,Kerala,11.68325,75.71078,18031
Kattur,Kerala,10.37315,76.16678,18017
Vadamadurai,Tamil Nadu,10.44081,78.09784,18015
Tirumala,Andhra Pradesh,13.68333,79.35,18013
Bhogpur,Punjab,31.55442,75.64271,18008
Patiriyat,Kerala,11.84896,75.51473,18008
Satyamangala,Karnataka,13.01927,76.12434,18002
Bhattiprolu,Andhra Pradesh,16.1026,80.78074,18001
Barjala,Tripura,23.6182,91.35596,17998
Nalloor,Tamil Nadu,8.30638,77.22398,17989
Sir Muttra,Rajasthan,26.51501,77.37212,17988
Mahishadal,West Bengal,22.18616,87.98072,17988
Dumjor,West Bengal,22.61993,88.24566,17972
Jadcherla,Telangana,16.77381,78.13666,17958
Noamundi,Jharkhand,22.16094,85.50416,17954
Barwala,Gujarat,22.21983,72.06755,17951
Narauli,Uttar Pradesh,28.48547,78.71484,17945
Arukutti,Kerala,9.86667,76.35,17944
Nilokheri,Haryana,29.83671,76.93191,17938
Murudeshwara,Karnataka,14.0943,74.4845,17938
Nateputa,Maharashtra,17.89895,74.75222,17930
Honnali,Karnataka,14.23976,75.64507,17928
Titabor Town,Assam,26.59185,94.19445,17920
Samdari,Rajasthan,25.81299,72.57879,17915
Saiyad-ul-ajaib,Delhi,28.51923,77.20352,17914
Pudunagaram,Kerala,10.68018,76.68363,17892
Bayad,Gujarat,23.2234,73.21491,17886
Vadlapudi,Andhra Pradesh,14.31119,79.8043,17881
Kanjari,Gujarat,22.61243,72.92107,17881
Bhindar,Rajasthan,24.50235,74.18551,17878
Piranvadi,Karnataka,15.80202,74.48012,17874
V.S.K.Valasai (Dindigul-Dist.),Tamil Nadu,10.31549,78.15141,17865
Handia,Uttar Pradesh,25.36379,82.18655,17861
Avalepalli,Tamil Nadu,12.77137,77.85941,17859
Narasimhanaickenpalayam,Tamil Nadu,11.11732,76.93631,17858
Adiyanuthu,Tamil Nadu,10.33075,77.98118,17851
Sarai Mir,Uttar Pradesh,26.02705,82.91843,17849
Tral,Jammu and Kashmir,33.92708,75.11585,17844
Akalkuva,Maharashtra,21.5543,74.01922,17840
Bhikhi,Punjab,30.05918,75.535,17825
Silappadi,Tamil Nadu,10.39397,78.00781,17824
Kulattuppalaiyam,Tamil Nadu,10.76133,77.58425,17819
Ramachettipalaiyam,Tamil Nadu,10.95818,76.92013,17809
Bilgi,Karnataka,16.34714,75.61804,17792
Nagamangala,Karnataka,12.81939,76.75456,17776
Shahpur,Bihar,25.60293,84.40412,17767
Damnagar,Gujarat,21.69232,71.51747,17766
Manalur,Kerala,10.49285,76.10267,17757
Ambaji,Gujarat,24.33174,72.84564,17753
Kannod,Madhya Pradesh,22.66764,76.74286,17744
Jagiroad,Assam,26.12017,92.19772,17739
Patdi,Gujarat,23.19602,71.79171,17725
Mahudha,Gujarat,22.82082,72.94032,17722
Chettinayakkanpatti,Tamil Nadu,10.39399,77.9754,17701
Gotan,Rajasthan,26.65551,73.7371,17700
Mangalam,Tamil Nadu,11.10052,77.27124,17699
Peddanayakkanpalaiyam,Tamil Nadu,11.65104,78.50872,17678
Bhuwana,Rajasthan,24.62143,73.70818,17665
Kothanallur,Tamil Nadu,8.27911,77.30958,17662
Balugan,Odisha,19.73333,85.21667,17645
Kherli,Rajasthan,27.27359,76.98613,17634
Rahimatpur,Maharashtra,17.5921,74.19966,17633
Nangavaram,Tamil Nadu,10.86924,78.53924,17629
Padmapur,Odisha,21.0,83.06667,17625
Pipili,Odisha,20.11357,85.83147,17623
Vittal,Karnataka,12.76325,75.09896,17618
Koratti,Kerala,10.26597,76.34767,17618
Shirhatti,Karnataka,15.23352,75.57996,17610
Devgarh,Rajasthan,25.52533,73.90812,17604
Bargi,Madhya Pradesh,22.99138,79.8755,17588
Jarwal,Uttar Pradesh,27.1629,81.54179,17576
Nichlaul,Uttar Pradesh,27.31247,83.7253,17567
Kanke,Jharkhand,23.43478,85.32059,17560
Vazhapadi,Tamil Nadu,11.65541,78.40117,17559
Achhibal,Jammu and Kashmir,33.68409,75.21835,17556
Papanasam,Tamil Nadu,10.92687,79.27056,17548
Raipur,Rajasthan,26.04259,74.02373,17537
Tajpur,Uttar Pradesh,29.16242,78.48458,17529
Banki,Odisha,20.37912,85.52953,17521
Settiyarpatti,Tamil Nadu,9.3935,77.49348,17520
North Guwahati,Assam,26.19749,91.7202,17516
Madhuban,Bihar,26.43864,85.13573,17510
Jatara,Madhya Pradesh,25.00964,79.04869,17499
Banapur,Odisha,19.77889,85.17033,17499
Palera,Madhya Pradesh,25.02013,79.22818,17493
Indri,Haryana,29.87999,77.05972,17487
Bodri,Chhattisgarh,22.02346,82.11357,17481
Kallur Tekkumuri,Kerala,10.24009,76.32359,17480
Pennagaram,Tamil Nadu,12.13433,77.89525,17480
Dharmapuram,Tamil Nadu,8.12027,77.38904,17476
Depalpur,Madhya Pradesh,22.85095,75.54224,17474
Mundwa,Rajasthan,27.0631,73.82304,17465
Auhammadpur Majri,Delhi,28.72922,77.03827,17462
Tadigadapa,Andhra Pradesh,16.47129,80.69695,17462
Calangute,Goa,15.5439,73.7553,17446
Sarai Akil,Uttar Pradesh,25.3789,81.51035,17443
Nisang,Haryana,29.69229,76.75464,17438
Panoor,Kerala,11.75938,75.57835,17438
Amet,Rajasthan,25.30609,73.9258,17434
Bareta,Punjab,29.86352,75.69644,17432
Kavisuryanagar,Odisha,19.58148,84.76006,17430
Puthur,Kerala,10.4874,76.27929,17430
Hat Piplia,Madhya Pradesh,22.76948,76.29992,17419
Bhundsi,Haryana,28.35051,77.06144,17410
Naregal,Karnataka,15.57316,75.80805,17403
Bermo,Jharkhand,23.78781,85.93526,17401
Khongapani,Chhattisgarh,23.1912,82.16265,17400
Bagdogra,West Bengal,26.69929,88.31177,17372
Indergarh,Uttar Pradesh,26.93521,79.6712,17366
Lasalgaon,Maharashtra,20.1427,74.23946,17360
Periyakottai,Tamil Nadu,10.59095,77.27967,17356
Phirangipuram,Andhra Pradesh,16.29078,80.26233,17335
Edakkazhiyur,Kerala,10.62276,75.99651,17335
Narsala,Maharashtra,21.08973,79.13586,17330
Keezhkulam,Tamil Nadu,8.23073,77.18626,17327
Jalalpore,Gujarat,20.94896,72.89829,17325
Chhala,Gujarat,23.30779,72.77404,17323
Sivagirippatti,Tamil Nadu,10.45015,77.53035,17306
Athagarh,Odisha,20.51999,85.62965,17304
Lakhnadon,Madhya Pradesh,22.60049,79.60094,17302
Talwandi Bhai,Punjab,30.85584,74.92979,17285
Takhatgarh,Rajasthan,25.32235,73.00487,17285
Mulki,Karnataka,13.09101,74.79353,17274
Kattatturai,Tamil Nadu,8.28486,77.27551,17271
Bhanpuri,Chhattisgarh,21.0919,80.93218,17270
Kulasegaram,Tamil Nadu,8.36319,77.29777,17267
Deori,Chhattisgarh,22.09901,82.2664,17265
Nilagiri,Odisha,21.46235,86.76794,17264
Mannarai,Tamil Nadu,11.11723,77.37256,17261
Ajara,Maharashtra,16.11601,74.21097,17257
Jagalur,Karnataka,14.51957,76.33915,17257
Bhikshandarkovil,Tamil Nadu,10.88266,78.70456,17257
Palangarai,Tamil Nadu,11.19782,77.30583,17248
Virajpet,Karnataka,12.19644,75.80512,17246
Narnaund,Haryana,29.22047,76.14278,17242
Pudur,Tamil Nadu,11.436,77.67603,17240
Balugaon,Odisha,20.17838,85.11327,17238
Iriveri,Kerala,11.85586,75.47362,17231
Alnavar,Karnataka,15.42727,74.74111,17228
Bilthra,Uttar Pradesh,26.12705,83.89148,17228
Anaimalai,Tamil Nadu,10.58303,76.93441,17208
Guru Har Sahai,Punjab,30.70862,74.40407,17192
Tangla,Assam,26.65693,91.91381,17183
Mendarda,Gujarat,21.32112,70.44078,17166
Taleigao,Goa,15.46915,73.83285,17148
Jawad,Madhya Pradesh,24.59916,74.86261,17129
Basukinath,Jharkhand,24.39446,87.08643,17123
Uttarkashi,Uttarakhand,30.72986,78.44342,17123
Ayyalur,Tamil Nadu,10.48185,78.15639,17100
Kolaccheri,Kerala,11.97634,75.41675,17095
Naranammalpuram,Tamil Nadu,8.75985,77.73986,17094
Chalakilakakara,Kerala,11.85404,75.43869,17088
Shaktinagar,Karnataka,16.36491,77.35863,17088
Amroli,Gujarat,21.25084,72.83878,17082
Chalala,Gujarat,21.41073,71.16621,17081
Samalka,Delhi,28.53499,77.09079,17076
Meppadam,Kerala,9.32416,76.4934,17067
Madambakkam,Tamil Nadu,12.8525,80.04667,17058
Nongpoh,Meghalaya,25.9023,91.87694,17055
Mahiari,West Bengal,22.58826,88.23544,17051
Naraina,Rajasthan,26.79069,75.20608,17048
Kokotamangalam South,Kerala,9.67948,76.35889,17047
Teonthar,Madhya Pradesh,24.98207,81.64194,17039
Jigani,Karnataka,12.78612,77.63855,17036
Nayagarh,Odisha,20.12882,85.09626,17030
Kusum Pur,Delhi,28.55472,77.1573,17028
Eravattur,Kerala,11.58006,75.73841,17016
Maghar,Uttar Pradesh,26.75586,83.12773,17011
Varam,Kerala,11.89959,75.41323,17008
Ongallur-I,Kerala,10.80268,76.21855,16998
Bicholim,Goa,15.59319,73.94571,16986
Hukumpeta,Andhra Pradesh,16.98874,81.8017,16985
Valvachatottam,Tamil Nadu,8.28031,77.25612,16965
Bijaipur,Madhya Pradesh,26.05052,77.37138,16964
Garhshankar,Punjab,31.21537,76.14149,16955
Dirba,Punjab,30.07222,75.99607,16952
Ranpur,Gujarat,22.35161,71.71179,16944
Dukli,Tripura,23.7984,91.29642,16941
Manjhanpur,Uttar Pradesh,25.53046,81.37566,16939
Mihona,Madhya Pradesh,26.28373,78.98048,16935
Gothara,Rajasthan,28.0662,75.81772,16933
Makum,Assam,27.48652,95.43646,16923
Kalghatgi,Karnataka,15.18315,74.97099,16917
Eruvatti,Kerala,11.80621,75.53023,16905
Merta Road,Rajasthan,26.72269,73.91762,16905
Tanakpur,Uttarakhand,29.074,80.11139,16905
Undera,Gujarat,22.34835,73.13313,16902
Khed,Maharashtra,17.71888,73.39693,16892
Sultanpur,Punjab,31.21468,75.19602,16877
Kutiyana,Gujarat,21.6241,69.98494,16877
Ahor,Rajasthan,25.3687,72.78038,16867
Siralkoppa,Karnataka,14.3807,75.25007,16864
Sithurajapuram,Tamil Nadu,9.42137,77.78732,16860
Vandalur,Tamil Nadu,12.8924,80.08079,16852
Moreh,Manipur,24.2508,94.30073,16847
Chelamartam,Kerala,10.13711,76.45696,16844
Challapalle,Andhra Pradesh,16.11756,80.93139,16841
Konarka,Odisha,19.89021,86.09761,16834
